Frequency;Real;Imaginary;Amplitude;Angle
0.0;49036.00000000;0.00000000;2.99291992;0.00000000
1.0;85.05566406;1.30517578;0.00519200;0.01534376
2.0;85.13452148;2.61669922;0.00519865;0.03072638
3.0;85.28173828;3.92578125;0.00521070;0.04600061
4.0;85.46691895;5.24536133;0.00522630;0.06129612
5.0;85.72364044;6.58911133;0.00524759;0.07671373
6.0;86.03955078;7.93847656;0.00527374;0.09200495
7.0;86.40869141;9.31604004;0.00530453;0.10739885
8.0;86.83062744;10.70721436;0.00533986;0.12269212
9.0;87.33181763;12.13531494;0.00538153;0.13807225
10.0;87.89250183;13.59112263;0.00542829;0.15341835
11.0;88.52688599;15.08032227;0.00548109;0.16872776
12.0;89.23022461;16.61074829;0.00553974;0.18404935
13.0;90.01171875;18.19036865;0.00560494;0.19940330
14.0;90.87438965;19.81604004;0.00567687;0.21469881
15.0;91.82078552;21.50744629;0.00575598;0.23008485
16.0;92.85968018;23.25616455;0.00584275;0.24539666
17.0;94.00015259;25.08044434;0.00593802;0.26073882
18.0;95.24383545;26.98449707;0.00604203;0.27608481
19.0;96.60258484;28.97801971;0.00615572;0.29143062
20.0;98.08442688;31.06860161;0.00627975;0.30675539
21.0;99.70408630;33.27220154;0.00641536;0.32208908
22.0;101.46823120;35.60041809;0.00656325;0.33743438
23.0;103.39970398;38.07028198;0.00672519;0.35278305
24.0;105.50971222;40.69311523;0.00690216;0.36810198
25.0;107.81850433;43.49700928;0.00709606;0.38345811
26.0;110.35113525;46.49731445;0.00730878;0.39878166
27.0;113.13424683;49.72781372;0.00754277;0.41412726
28.0;116.19900513;53.21787262;0.00780065;0.42947772
29.0;119.58646393;57.00181580;0.00808575;0.44480005
30.0;123.34110260;61.13136673;0.00840205;0.46014431
31.0;127.52017212;65.65911102;0.00875435;0.47549006
32.0;132.18922424;70.64802551;0.00914818;0.49082333
33.0;137.43391418;76.18525696;0.00959093;0.50616992
34.0;143.35961914;82.36935425;0.01009144;0.52150697
35.0;150.09576416;89.33175659;0.01066089;0.53685683
36.0;157.81455994;97.23173523;0.01131366;0.55218375
37.0;166.73509216;106.29162598;0.01206869;0.56752914
38.0;177.15037537;116.79267883;0.01295079;0.58287513
39.0;189.45474243;129.11686707;0.01399347;0.59821415
40.0;204.20288086;143.80369568;0.01524393;0.61355239
41.0;222.18035889;161.62115479;0.01676918;0.62890059
42.0;244.56053162;183.70330811;0.01866885;0.64424103
43.0;273.16119385;211.81863403;0.02109771;0.65958154
44.0;310.96228027;248.86253357;0.02430932;0.67492270
45.0;363.20642090;299.93157959;0.02874995;0.69026887
46.0;440.07073975;374.90835571;0.03528542;0.70561200
47.0;564.21948242;495.81231689;0.04584441;0.72095442
