Frequency;Real;Imaginary;Amplitude;Angle
0.0;49036.00000000;0.00000000;2.99291992;0.00000000
1.0;85.04443359;1.30981445;0.00519132;0.01540031
2.0;85.13281250;2.61132812;0.00519854;0.03066397
3.0;85.28881836;3.92089844;0.00521111;0.04593967
4.0;85.47241211;5.24853516;0.00522665;0.06132918
5.0;85.72494507;6.59985352;0.00524772;0.07683714
6.0;86.03833008;7.94335938;0.00527370;0.09206252
7.0;86.40808105;9.31390381;0.00530448;0.10737516
8.0;86.83581543;10.70802307;0.00534018;0.12269404
9.0;87.33384705;12.13631248;0.00538166;0.13808030
10.0;87.89520264;13.58876038;0.00542843;0.15338746
11.0;88.52416992;15.07427979;0.00548086;0.16866650
12.0;89.23059082;16.61035156;0.00553976;0.18404432
13.0;90.01142883;18.18664551;0.00560488;0.19936419
14.0;90.87400818;19.81701660;0.00567686;0.21470994
15.0;91.82104492;21.50683594;0.00575599;0.23007792
16.0;92.86065674;23.25701904;0.00584282;0.24540283
17.0;94.00143433;25.08143234;0.00593811;0.26074523
18.0;95.24256897;26.98263931;0.00604193;0.27607024
19.0;96.60358429;28.97760010;0.00615577;0.29142380
20.0;98.08474731;31.06866455;0.00627977;0.30675504
21.0;99.70343018;33.27145004;0.00641530;0.32208428
22.0;101.46917725;35.59962845;0.00656329;0.33742455
23.0;103.39953613;38.07096100;0.00672519;0.35278937
24.0;105.50784302;40.69384003;0.00690207;0.36811393
25.0;107.81631470;43.49555969;0.00709590;0.38345358
26.0;110.34985352;46.49807739;0.00730873;0.39879167
27.0;113.13347626;49.72750092;0.00754272;0.41412744
28.0;116.19793701;53.21690369;0.00780057;0.42947432
29.0;119.58546448;57.00117493;0.00808568;0.44479892
30.0;123.34030151;61.13231659;0.00840204;0.46015307
31.0;127.52111816;65.65757751;0.00875435;0.47547755
32.0;132.18859863;70.64799500;0.00914814;0.49082512
33.0;137.43405151;76.18572998;0.00959095;0.50617218
34.0;143.35925293;82.36930847;0.01009142;0.52150780
35.0;150.09759521;89.33062744;0.01066095;0.53684592
36.0;157.81526184;97.23181152;0.01131370;0.55218208
37.0;166.73533630;106.29171753;0.01206870;0.56752884
38.0;177.15112305;116.79216003;0.01295081;0.58287120
